NAME,BRANDNAME,PB_ID,TRADE_NAME,FRANCHISE_NAME,ISO3,AREANAME4,AREANAME3,AREANAME2,AREANAME1,STABB,POSTCODE,FORMATTEDADDRESS,MAINADDRESSLINE,ADDRESSLASTLINE,LONGITUDE,LATITUDE,GEORESULT,CONFIDENCE_CODE,COUNTRY_ACCESS_CODE,TEL_NUM,FAXNUM,EMAIL,HTTP,OPEN_24H,BUSINESS_LINE,SIC1,SIC2,SIC8,SIC8_DESCRIPTION,ALT_INDUSTRY_CODE,MICODE,TRADE_DIVISION,GROUP,CLASS,SUB_CLASS,EMPLOYEE_HERE,EMPLOYEE_COUNT,YEAR_START,SALES_VOLUME_LOCAL,SALES_VOLUME_US_DOLLARS,CURRENCY_CODE,AGENT_CODE,LEGAL_STATUS_CODE,STATUS_CODE,SUBSIDIARY_INDICATOR,PARENT_BUSINESS_NAME,PARENT_ADDRESS,PARENT_STREET_ADDRESS,PARENT_AREANAME3,PARENT_AREANAME1,PARENT_COUNTRY,PARENT_POSTCODE,DOMESTIC_ULTIMATE_BUSINESS_NAME,DOMESTIC_ULTIMATE_ADDRESS,DOMESTIC_ULTIMATE_STREET_ADDRESS,DOMESTIC_ULTIMATE_AREANAME3,DOMESTIC_ULTIMATE_AREANAME1,DOMESTIC_ULTIMATE_POSTCODE,GLOBAL_ULTIMATE_INDICATOR,GLOBAL_ULTIMATE_BUSINESS_NAME,GLOBAL_ULTIMATE_ADDRESS,GLOBAL_ULTIMATE_STREET_ADDRESS,GLOBAL_ULTIMATE_AREANAME3,GLOBAL_ULTIMATE_AREANAME1,GLOBAL_ULTIMATE_COUNTRY,GLOBAL_ULTIMATE_POSTCODE,FAMILY_MEMBERS,HIERARCHY_CODE,TICKER_SYMBOL,EXCHANGE_NAME,geom
SAFEWAY,SAFEWAY,2160722657,SAFEWAY,,USA,,MOUNTAIN VIEW,SANTA CLARA,CALIFORNIA,CA,94043,"580 N RENGSTORFF AVE, MOUNTAIN VIEW, CA 94043",580 N RENGSTORFF AVE,"MOUNTAIN VIEW, CA 94043",-122.093447,37.410629,S8HPNTSCZA,HIGH,,(650) 316-6321,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-122.093447 37.410629)
BARONS MARKETPLACE,,2161127295,,,USA,,POWAY,SAN DIEGO,CALIFORNIA,CA,92064,"12420 KIRKHAM CT, POWAY, CA 92064",12420 KIRKHAM CT,"POWAY, CA 92064",-117.054178,32.943751,S8HPNTSCZA,HIGH,,(619) 223-4397,(619) 223-5366,,WWW.BARONSMARKETPLACE.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-117.054178 32.943751)
LOFTHOUSE FOODS,,2161199034,,,USA,,CLEARFIELD,DAVIS,UTAH,UT,84015,"160460 PO BOX, CLEARFIELD, UT 84015",160460 PO BOX,"CLEARFIELD, UT 84015",-112.0313,41.1053,T20,LOW,,(801) 776-3500,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-112.0313 41.1053)
MEIJER,MEIJER,2161243232,MEIJER,,USA,,DANVILLE,BOYLE,KENTUCKY,KY,40422,"1560 HUSTONVILLE RD, DANVILLE, KY 40422",1560 HUSTONVILLE RD,"DANVILLE, KY 40422",-84.772677,37.619034,S8HPNTSCZA,HIGH,,(859) 209-4267,,,WWW.MEIJER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-84.772677 37.619034)
UMIYA CORPORATION,,2161649520,,,USA,,GRAND RIVER,LAKE,OHIO,OH,44045,"333 SINGER AVE, GRAND RIVER, OH 44045",333 SINGER AVE,"GRAND RIVER, OH 44045",-81.281775,41.735064,S8HPNTSCZA,HIGH,,(440) 354-5790,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-81.281775 41.735064)
BUSSETO FOODS INC.,,2161677655,,,USA,,FRESNO,FRESNO,CALIFORNIA,CA,93706,"2413 S FRUIT AVE, FRESNO, CA 93706",2413 S FRUIT AVE,"FRESNO, CA 93706",-119.816690,36.713416,S8HPNTSCZA,HIGH,,(559) 233-3025,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-119.81669 36.713416)
WORLDWIDE SEAFOOD,,2161969543,,,USA,,LOS ANGELES,LOS ANGELES,CALIFORNIA,CA,90029,"4810 MELROSE AVE, LOS ANGELES, CA 90029",4810 MELROSE AVE,"LOS ANGELES, CA 90029",-118.304952,34.083401,S8HPNTSCZA,HIGH,,(323) 660-7176,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-118.304952 34.083401)
JIMENEZ RANCH MARKET,,2162003219,,,USA,,SANTA ANA,ORANGE,CALIFORNIA,CA,92701,"1303 N MAIN ST, SANTA ANA, CA 92701",1303 N MAIN ST,"SANTA ANA, CA 92701",-117.867427,33.755946,S7HPNTSCZA,HIGH,,(714) 835-0259,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-117.867427 33.755946)
LADUE FAMILY FISH MARKET,,2162604023,,,USA,,DES ARC,PRAIRIE,ARKANSAS,AR,72040,"305 E PIKE ST, DES ARC, AR 72040",305 E PIKE ST,"DES ARC, AR 72040",-91.489977,34.973625,S8HPNTSCZA,HIGH,,(870) 256-4424,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-91.489977 34.973625)
ACUATECH WATER TREATMENT,,2162748835,,,USA,,CELINA,MERCER,OHIO,OH,45822,"7051 HAVEMANN RD, CELINA, OH 45822",7051 HAVEMANN RD,"CELINA, OH 45822",-84.530096,40.557581,S8HPNTSCZA,HIGH,,(419) 586-3366,,LBALTZELL@ROADRUNNER.COM,WWW.AQUATECHWATERTREATMENT.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-84.530096 40.557581)
FONTANA/ARROW,,2162812022,,,USA,,FONTANA,SAN BERNARDINO,CALIFORNIA,CA,92335,"18140 ARROW BLVD, FONTANA, CA 92335",18140 ARROW BLVD,"FONTANA, CA 92335",-117.41081,34.099483,T20,LOW,,(909) 427-8208,,,WWW.STATERBROS.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-117.41081 34.099483)
STUCKEY'S#253,,2163458511,,,USA,,EDGEWOOD,SANTA FE,NEW MEXICO,NM,87015,"7 STATE ROAD 344, EDGEWOOD, NM 87015",7 STATE ROAD 344,"EDGEWOOD, NM 87015",-106.192209,35.063062,S8HPNTSCZA,HIGH,,(505) 281-3877,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-106.192209 35.063062)
FRED MEYER,FRED MEYER,2163507750,FRED MEYER,,USA,,BISMARCK,BURLEIGH,NORTH DAKOTA,ND,58501,"842 N 35TH ST, BISMARCK, ND 58501",842 N 35TH ST,"BISMARCK, ND 58501",-100.738380,46.813561,S8HPNTSCZA,HIGH,,,,,WWW.FREDMEYER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-100.73838 46.813561)
H-E-B,H-E-B,2163779351,H-E-B,,USA,,PFLUGERVILLE,TRAVIS,TEXAS,TX,78660,"201 FM 685, PFLUGERVILLE, TX 78660",201 FM 685,"PFLUGERVILLE, TX 78660",-97.611532,30.437272,S8HPNTSCZA,HIGH,,(512) 251-0002,(512) 251-9563,,WWW.HEB.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-97.611532 30.437272)
AL'S WATER SERVICE,,2164407000,,,USA,,WASHINGTON,WASHINGTON,PENNSYLVANIA,PA,15301,"2699 JEFFERSON AVE, WASHINGTON, PA 15301",2699 JEFFERSON AVE,"WASHINGTON, PA 15301",-80.300615,40.196912,S8HPNTSCZA,HIGH,,(724) 222-9059,,ALSWATER@COMCAST.NET,WWW.ALSWATERSERVICES.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-80.300615 40.196912)
FRED MEYER,FRED MEYER,2165319719,FRED MEYER,,USA,,PUEBLO,PUEBLO,COLORADO,CO,81003,"2202 W 18TH ST, PUEBLO, CO 81003",2202 W 18TH ST,"PUEBLO, CO 81003",-104.644786,38.283223,S8HPNTSCZA,HIGH,,(719) 545-4591,,,WWW.FREDMEYER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-104.644786 38.283223)
HZ FOODS CO,,2165457761,,,USA,,WHEAT RIDGE,JEFFERSON,COLORADO,CO,80033,"5045 KIPLING ST, WHEAT RIDGE, CO 80033",5045 KIPLING ST,"WHEAT RIDGE, CO 80033",-105.110151,39.788379,S8HPNTSCZA,HIGH,,(303) 940-4842,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-105.110151 39.788379)
WHOLE FOODS MARKET,WHOLE FOODS,2165766209,WHOLE FOODS MARKET,,USA,,ATLANTA,DEKALB,GEORGIA,GA,30341,"5001 PEACHTREE BLVD, ATLANTA, GA 30341",5001 PEACHTREE BLVD,"ATLANTA, GA 30341",-84.31532,33.88605,T16,MEDIUM,,(470) 552-0750,,,WWW.WHOLEFOODSMARKET.COM/,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-84.31532 33.88605)
AFRICA HOME FOOD SUPPLY,,2165813611,,,USA,,LINCOLN,LANCASTER,NEBRASKA,NE,68510,"2226 O ST, LINCOLN, NE 68510",2226 O ST,"LINCOLN, NE 68510",-96.688565,40.813915,S8HPNTSCZA,HIGH,,(402) 477-8957,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-96.688565 40.813915)
GW SERVICES,,2166119529,,,USA,,HOUSTON,HARRIS,TEXAS,TX,77055,"8395 KEMPWOOD DR, HOUSTON, TX 77055",8395 KEMPWOOD DR,"HOUSTON, TX 77055",-95.498942,29.819746,T16,MEDIUM,,(281) 657-0640,,,WWW.GLACIERWATER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-95.498942 29.819746)
WALMART,WALMART,2166724716,WALMART,,USA,,FREEDOM,BEAVER,PENNSYLVANIA,PA,15042,"200 COMMERCE DR, FREEDOM, PA 15042",200 COMMERCE DR,"FREEDOM, PA 15042",-80.156000,40.676304,S4-PNTSCZA,MEDIUM,,(814) 693-0564,,,WWW.WALMART.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-80.156 40.676304)
GREEN THUMB FOODS,,2166734300,,,USA,,JONESBORO,CLAYTON,GEORGIA,GA,30238,"791 ROSEWOOD CIR, JONESBORO, GA 30238",791 ROSEWOOD CIR,"JONESBORO, GA 30238",-84.366450,33.463320,S8HPNTSCZA,HIGH,,(770) 473-3555,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-84.36645 33.46332)
E-Z FOODMART,,2166749502,,,USA,,PROVIDENCE,PROVIDENCE,RHODE ISLAND,RI,02909,"505 HARTFORD AVE, PROVIDENCE, RI 02909",505 HARTFORD AVE,"PROVIDENCE, RI 02909",-71.460503,41.819006,S8HPNTSCZA,HIGH,,(401) 437-6966,,,EZMART.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-71.460503 41.819006)
GROCERY OUTLET,GROCERY OUTLET,2166782587,GROCERY OUTLET,,USA,,PASO ROBLES,SAN LUIS OBISPO,CALIFORNIA,CA,93446,"2472 CRESTON RD, PASO ROBLES, CA 93446",2472 CRESTON RD,"PASO ROBLES, CA 93446",-120.658224,35.603452,S8HPNTSCZA,HIGH,,(805) 227-4341,,,WWW.GROCERYOUTLET.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-120.658224 35.603452)
MEIJER,MEIJER,2167796996,MEIJER,,USA,,MARTINSVILLE,MORGAN,INDIANA,IN,46151,"383 GRAND VALLEY BLVD, MARTINSVILLE, IN 46151",383 GRAND VALLEY BLVD,"MARTINSVILLE, IN 46151",-86.4072,39.4167,T16,MEDIUM,,(765) 349-2834,,,WWW.MEIJER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-86.4072 39.4167)
MEIJER,MEIJER,2170650704,MEIJER,,USA,,ROLLING MEADOWS,COOK,ILLINOIS,IL,60008,"1645 ALGONQUIN RD, ROLLING MEADOWS, IL 60008",1645 ALGONQUIN RD,"ROLLING MEADOWS, IL 60008",-87.999317,42.055121,T16,MEDIUM,,(847) 956-9790,,,WWW.MEIJER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-87.999317 42.055121)
CLEAN LIFE FOODS,,2171318289,,,USA,,OCALA,MARION,FLORIDA,FL,34471,"710 SW 20TH ST, OCALA, FL 34471",710 SW 20TH ST,"OCALA, FL 34471",-82.145138,29.167858,T20,LOW,,(352) 512-9176,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-82.145138 29.167858)
BARGAINS,,2171373080,,,USA,,OWENSBORO,DAVIESS,KENTUCKY,KY,42303,"1310 E 18TH ST, OWENSBORO, KY 42303",1310 E 18TH ST,"OWENSBORO, KY 42303",-87.094981,37.759009,S8HPNTSCZA,HIGH,,(270) 691-0033,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-87.094981 37.759009)
FRED MEYER,FRED MEYER,2171404760,FRED MEYER,,USA,,PUEBLO,PUEBLO,COLORADO,CO,81004,"2050 LAKE AVE, PUEBLO, CO 81004",2050 LAKE AVE,"PUEBLO, CO 81004",-104.6251275,38.2333237,T16,MEDIUM,,(719) 564-0837,,,WWW.FREDMEYER.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-104.6251275 38.2333237)
CARROLLS FOODS OF VA,,2172032472,,,USA,,WAVERLY,SUSSEX,VIRGINIA,VA,23890,"27404 CABIN POINT RD, WAVERLY, VA 23890",27404 CABIN POINT RD,"WAVERLY, VA 23890",-77.155447,37.079985,T20,LOW,,(804) 834-3991,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-77.155447 37.079985)
BIO-SYSTEMS,,2172081243,,,USA,,MARLETTE,LAPEER,MICHIGAN,MI,48453,"7876 S VAN DYKE RD, MARLETTE, MI 48453",7876 S VAN DYKE RD,"MARLETTE, MI 48453",-83.079239,43.268251,T20,LOW,,(989) 635-2864,,,BIO-SYSTEMSMI.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-83.079239 43.268251)
WALMART,,2172081702,WALMART,,USA,,BIDDEFORD,YORK,MAINE,ME,04005,"111 ALFRED ST, BIDDEFORD, ME 04005",111 ALFRED ST,"BIDDEFORD, ME 04005",-70.456778,43.490239,S8HPNTSCZA,HIGH,,(207) 282-9316,,,WWW.WALMART.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-70.456778 43.490239)
STAR KEY,,2172179182,,,USA,,BIRMINGHAM,JEFFERSON,ALABAMA,AL,35217,"4313 VANDERBILT RD, BIRMINGHAM, AL 35217",4313 VANDERBILT RD,"BIRMINGHAM, AL 35217",-86.783612,33.566202,S8HPNTSCZA,HIGH,,(205) 808-1009,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-86.783612 33.566202)
FOUR WINDS MARKET,,2172182575,,,USA,,SIREN,BURNETT,WISCONSIN,WI,54872,"7389 AIRPORT RD, SIREN, WI 54872",7389 AIRPORT RD,"SIREN, WI 54872",-92.369271,45.814937,S8HPNTSCZA,HIGH,,(715) 349-5563,(715) 349-2641,,WWW.FOURWINDSMARKET.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-92.369271 45.814937)
MART VIKING GROCERY,,2172405009,,,USA,,HOWARD CITY,MONTCALM,MICHIGAN,MI,49329,"1325 ENSLEY ST, HOWARD CITY, MI 49329",1325 ENSLEY ST,"HOWARD CITY, MI 49329",-85.473800,43.380799,S8HPNTSCZA,HIGH,,(231) 648-6492,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-85.4738 43.380799)
SNAPPY'S ZEBA,,2172411048,,,USA,,CORPUS CHRISTI,NUECES,TEXAS,TX,78401,"1716 N PORT AVE, CORPUS CHRISTI, TX 78401",1716 N PORT AVE,"CORPUS CHRISTI, TX 78401",-97.411478,27.801551,S8HPNTSCZA,HIGH,,(361) 299-5859,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-97.411478 27.801551)
GS FOODS,,2172423739,,,USA,,CARROLLTON,DALLAS,TEXAS,TX,75007,"2626 N JOSEY LN, CARROLLTON, TX 75007",2626 N JOSEY LN,"CARROLLTON, TX 75007",-96.890044,32.988157,S8HPNTSCZA,HIGH,,(972) 245-3936,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-96.890044 32.988157)
US FOOD DRUG ADMINISTRATION,,2172444367,,,USA,,NEW WINDSOR,ORANGE,NEW YORK,NY,12553,"575 HUDSON VALLEY AVE, NEW WINDSOR, NY 12553",575 HUDSON VALLEY AVE,"NEW WINDSOR, NY 12553",-74.101559,41.483798,S8HPNTSCZA,HIGH,,(845) 220-2172,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.101559 41.483798)
SONA FOODS,,2172448327,,,USA,,BELLINGHAM,WHATCOM,WASHINGTON,WA,98225,"3115 MERCER AVE, BELLINGHAM, WA 98225",3115 MERCER AVE,"BELLINGHAM, WA 98225",-122.524870,48.772591,S8HPNTSCZA,HIGH,,(360) 393-4235,,,,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-122.52487 48.772591)
FIVE STAR FOODS,,2172560403,,,USA,,CRANFORD,UNION,NEW JERSEY,NJ,07016,"55 WINANS AVE, CRANFORD, NJ 07016",55 WINANS AVE,"CRANFORD, NJ 07016",-74.291487,40.651493,S8HPNTSCZA,HIGH,,(908) 272-4700,,,ANACAPRIFOODS.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-74.291487 40.651493)
WALMART CONNECTION CENTER,,2172560700,WALMART,,USA,,MEMPHIS,SHELBY,TENNESSEE,TN,38113,"2599 HARBOR AVE, MEMPHIS, TN 38113",2599 HARBOR AVE,"MEMPHIS, TN 38113",-90.128862,35.084884,S8HPNTSCZA,HIGH,,(901) 498-5334,,,WWW.WALMART.COM,,,5411,,54110102,"SUPERMARKETS, GREATER THAN 100,000 SQUARE FEET (HYPERMARKET)",,10010201,DIVISION G. - RETAIL TRADE,FOOD STORES,GROCERY STORES,GROCERY STORES/GROCERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT(-90.128862 35.084884)
